Timestep,L.ASIS,L.Ankle,L.Biceps,L.Clavicle,L.Elbow,L.Forearm,L.Heel,L.Knee,L.MT5,L.PSIS,L.SH1,L.SH2,L.SH3,L.Shoulder,L.TH1,L.TH2,L.TH3,L.TH4,L.Toe,L.Wrist,R.ASIS,R.Ankle,R.Biceps,R.Clavicle,R.Elbow,R.Forearm,R.Heel,R.Knee,R.MT5,R.PSIS,R.SH1,R.SH2,R.SH3,R.SH4,R.Shoulder,R.TH1,R.TH2,R.TH3,R.Toe,R.Wrist,S2
All Timesteps RMSE,0.0226862,0.00801907,0.00245533,0.00578003,0.00935183,0.00193214,0.0140306,0.0147822,0.0116254,0.00671148,0.00459379,0.00630845,0.00676693,0.0172843,0.0159908,0.0131743,0.0140949,0.0111751,0.020715,0.0116632,0.019138,0.0106861,0.00311177,0.00709202,0.00355164,0.00303124,0.0170862,0.00868009,0.0204379,0.00595852,0.00435755,0.00528137,0.0111304,0.0101732,0.010595,0.0150457,0.0134991,0.0106059,0.0299917,0.00211261,0.00915954
0,0.0256222,0.00280057,0.00146431,0.00620762,0.00884238,0.00103452,0.00388722,0.0138398,0.00603986,0.0021996,0.0033864,0.00535543,0.0058259,0.0160102,0.00292724,0.00643795,0.00635056,0.00840335,0.00506067,0.012265,0.0173121,0.00929246,0.00508469,0.00639341,0.000223378,0.00817244,0.027667,0.00513549,0.0297495,0.00259282,0.00562991,0.0088013,0.0174344,0.0168016,0.0102064,0.0127975,0.0110787,0.0119241,0.0534075,0.000315874,0.0102898
1,0.0256314,0.00243687,0.00111236,0.00630472,0.00904477,0.00126044,0.00371205,0.0137924,0.00605577,0.00179183,0.00269135,0.00488685,0.00496585,0.0157864,0.00295682,0.00557178,0.00676851,0.00776421,0.00526469,0.0122102,0.0174889,0.00845187,0.00505035,0.00651755,0.000214243,0.00815898,0.0264967,0.00496826,0.029885,0.00307199,0.00497216,0.00748972,0.0175293,0.0172172,0.0100338,0.0124003,0.0105023,0.0108998,0.0534318,0.000252977,0.0103199
2,0.0254794,0.00202124,0.00067717,0.0063282,0.00921653,0.00124711,0.00412179,0.0138842,0.00628503,0.00128669,0.00238681,0.00420951,0.00420346,0.0156897,0.00338628,0.00498201,0.00675017,0.0073624,0.00611888,0.012137,0.0178035,0.00759664,0.00502332,0.00650106,0.000158323,0.00825731,0.0250838,0.00501147,0.0293887,0.00366592,0.00449622,0.00635418,0.0178961,0.0174743,0.00980415,0.0122217,0.0100073,0.0104806,0.0527007,0.000269359,0.0103668
3,0.0252788,0.0017453,0.000293709,0.00640108,0.00942961,0.00104677,0.00479713,0.0139809,0.00663431,0.000955811,0.00218801,0.00371836,0.00372857,0.0156845,0.00406073,0.00465933,0.00650627,0.00716337,0.00719084,0.0121253,0.0181855,0.00640076,0.00499116,0.00650934,0.000219666,0.00829259,0.0233272,0.00447468,0.0283358,0.00416428,0.00409312,0.00499243,0.0182616,0.017487,0.00965774,0.0121565,0.0094325,0.0100607,0.0513358,0.000289841,0.0104239
4,0.0250527,0.00157043,0.00035382,0.00657357,0.00970335,0.000983377,0.00524841,0.0139873,0.00711359,0.000882324,0.00210407,0.00337047,0.00333829,0.0157095,0.00503726,0.00460084,0.00683873,0.00718737,0.00772345,0.0121499,0.0184705,0.00491891,0.00490186,0.00654066,0.000381767,0.00829531,0.0211282,0.00372511,0.0271853,0.00468048,0.00377391,0.00372407,0.0185999,0.0172649,0.00956795,0.0123321,0.00912627,0.0101682,0.0495297,0.0002513,0.0105868
5,0.0248134,0.00151342,0.000780812,0.00679302,0.00993363,0.000960888,0.00578977,0.0141067,0.00746881,0.0011111,0.00223753,0.00333142,0.00322936,0.0158042,0.00572602,0.00459034,0.00744011,0.00720078,0.00864173,0.0121267,0.0188455,0.00370756,0.00471888,0.00656293,0.000350656,0.00804506,0.0188954,0.00322306,0.0258222,0.00530935,0.00376165,0.00355379,0.0186635,0.0166996,0.00949883,0.0125856,0.00935744,0.0111867,0.047268,0.00027296,0.0108589
6,0.0247946,0.00134214,0.00124194,0.00698759,0.0101728,0.000828554,0.00602137,0.0142896,0.00785297,0.0013628,0.00228302,0.00317797,0.0029941,0.0159585,0.00641374,0.00470638,0.00799813,0.00725501,0.00898354,0.0121031,0.0190916,0.00256751,0.00443165,0.00666017,0.00028555,0.00808664,0.0168717,0.00303127,0.0247002,0.0058833,0.00372679,0.00433102,0.0184618,0.0160881,0.00948511,0.0133573,0.0106059,0.0124865,0.0448347,0.000249248,0.0112412
7,0.0248706,0.0011908,0.00157003,0.00721735,0.0103609,0.000532812,0.00632707,0.014563,0.0081866,0.00165261,0.00238056,0.00318931,0.00290069,0.0161667,0.0072624,0.0049397,0.00818202,0.007332,0.00966713,0.0120462,0.019373,0.00156843,0.00408507,0.0067825,0.000222488,0.00794651,0.0154524,0.00321933,0.0239471,0.00635593,0.00381217,0.00478856,0.017922,0.0154896,0.00955909,0.0142626,0.0123698,0.013616,0.0427399,0.000283175,0.0115803
8,0.0247067,0.00122522,0.00183815,0.00740112,0.0104988,0.000272691,0.00722666,0.0148475,0.0086929,0.0022873,0.0025093,0.00359888,0.00315915,0.016383,0.00782256,0.00499534,0.00839479,0.00745847,0.0106879,0.0119711,0.0197784,0.000891116,0.0037183,0.00680195,0.000294804,0.00782112,0.0144066,0.00354345,0.0231536,0.00682846,0.00402959,0.00507021,0.0168751,0.0147978,0.00958099,0.0152874,0.0140828,0.01459,0.041304,0.000347351,0.0119553
9,0.0246969,0.00143278,0.00216237,0.00735392,0.0107253,0.000416941,0.00712712,0.0151973,0.00889869,0.00269344,0.00243785,0.00344018,0.0028161,0.0166383,0.00896127,0.00576535,0.00950711,0.00808557,0.0109806,0.0119213,0.0200297,0.00109222,0.00333744,0.00688331,0.000475137,0.00769331,0.0135656,0.00346906,0.0227519,0.00724134,0.00445741,0.00543663,0.0155731,0.0139612,0.00959054,0.0161872,0.0152739,0.0152375,0.0402041,0.000498252,0.0121869
10,0.0246832,0.00154949,0.00248526,0.0074146,0.0109696,0.000561914,0.00772464,0.0154078,0.00936681,0.00304652,0.00238018,0.00307061,0.00287498,0.0169161,0.00965793,0.00629877,0.0102161,0.00855451,0.0118814,0.0118784,0.0202896,0.00224111,0.00285531,0.00700968,0.000651982,0.00744119,0.0127539,0.00332642,0.0224952,0.0074793,0.00456879,0.00571836,0.0143665,0.0130383,0.00963857,0.0170148,0.0163387,0.0156967,0.0388827,0.000577853,0.0123801
11,0.0246904,0.00174552,0.00274266,0.00772681,0.0112316,0.000763469,0.00859086,0.0155805,0.00982841,0.0034906,0.00238681,0.00256458,0.00311751,0.0172239,0.0103999,0.00684603,0.0105124,0.00864349,0.0130462,0.011846,0.0206624,0.00356176,0.00238252,0.00717308,0.000851535,0.00704893,0.0121099,0.00321558,0.0224444,0.00757509,0.00459377,0.00612495,0.0130344,0.0120101,0.00975401,0.0178859,0.0173832,0.0160594,0.037664,0.000634253,0.0125147
12,0.0247834,0.0022282,0.00303709,0.00774854,0.0114569,0.00106229,0.00905426,0.0158266,0.0100414,0.00400104,0.00230522,0.00230281,0.00298939,0.0175186,0.0116255,0.00758854,0.011405,0.00904538,0.0131963,0.0118111,0.0208452,0.00466093,0.00197849,0.00730599,0.00113159,0.00695005,0.0121431,0.00318504,0.0222617,0.00765945,0.00469467,0.00619185,0.0115583,0.0108672,0.00985804,0.0181519,0.0182791,0.0161807,0.0371826,0.000755715,0.0125539
13,0.0247969,0.00273607,0.00330596,0.00778907,0.0115927,0.00127075,0.00979371,0.0160347,0.0102553,0.00450627,0.00231688,0.00241813,0.00279568,0.0177397,0.0126661,0.00834229,0.0121938,0.00931501,0.0137257,0.0116262,0.0210104,0.00573743,0.00158977,0.00742698,0.00143351,0.00673651,0.0123343,0.00317219,0.0220695,0.00768714,0.00484621,0.00638167,0.0103592,0.00994622,0.010034,0.0182823,0.0189791,0.0162842,0.0363125,0.000863438,0.0123845
14,0.0247108,0.00315555,0.00358457,0.00784784,0.0116916,0.0015192,0.010769,0.0161185,0.0106751,0.00502141,0.00239335,0.00269658,0.0027898,0.0179164,0.0135446,0.00903656,0.0129816,0.00944394,0.0148501,0.0114336,0.0212275,0.00688128,0.00129794,0.00760096,0.00180432,0.00635037,0.011781,0.00327902,0.0217256,0.00760722,0.00505318,0.00658331,0.00932265,0.00881542,0.0101987,0.0191174,0.0200407,0.0164412,0.0352464,0.00105372,0.0120989
15,0.0247632,0.00355461,0.00386654,0.0078545,0.01171,0.00191783,0.0113396,0.0162153,0.0109213,0.00552135,0.00238445,0.00289342,0.00348668,0.0180568,0.015007,0.00995385,0.0145242,0.00990714,0.0150327,0.0112124,0.0210268,0.00768256,0.00115883,0.00767386,0.00213711,0.00624812,0.0111671,0.00356237,0.0203768,0.0074418,0.00514294,0.0066073,0.00843679,0.00770252,0.0103279,0.0200081,0.0210989,0.0164998,0.0330115,0.00139046,0.0116186
16,0.0248144,0.00373317,0.00395651,0.00788319,0.0116796,0.0021798,0.0123728,0.0164079,0.0119305,0.00604044,0.00264231,0.00319923,0.00389195,0.0181414,0.0164088,0.0109648,0.0159129,0.0103588,0.016898,0.0110564,0.0204712,0.00834372,0.00103199,0.00767353,0.00250106,0.00606136,0.0102162,0.00396069,0.0183419,0.00736814,0.00503812,0.00641414,0.00744368,0.00651097,0.0104428,0.0207162,0.0219324,0.0162731,0.0289296,0.00164111,0.0109212
17,0.0248616,0.00411186,0.00393446,0.00790902,0.0117777,0.00262054,0.0129074,0.0166066,0.0124881,0.006503,0.00271538,0.00338975,0.00345895,0.0182601,0.018204,0.0121959,0.0179608,0.0111764,0.0175498,0.0111039,0.0202529,0.00860268,0.00116129,0.00785014,0.00293837,0.00606104,0.00970391,0.00433718,0.0149335,0.00729948,0.00498539,0.00609471,0.00653057,0.00583241,0.0106192,0.0218242,0.0230679,0.0159703,0.0225716,0.00182038,0.0104349
18,0.0247873,0.00467088,0.00395766,0.00781329,0.0118534,0.00280848,0.013909,0.0168578,0.0130029,0.00702654,0.00284545,0.00379173,0.00381078,0.0183939,0.0197118,0.0133217,0.0192787,0.0116567,0.019209,0.011033,0.0203553,0.00878928,0.00147415,0.00817235,0.00334833,0.00585488,0.00944148,0.00465746,0.0104254,0.00708561,0.00499885,0.00579029,0.00606836,0.00598069,0.0108729,0.0230478,0.0238727,0.0153833,0.0141378,0.00202211,0.0100132
19,0.024522,0.00516013,0.00392573,0.0072401,0.0117733,0.00293437,0.0151536,0.01718,0.0141157,0.0075587,0.00320745,0.00438709,0.00462405,0.0184891,0.0211406,0.0144499,0.0201553,0.0119065,0.0220663,0.0107688,0.0205463,0.00859821,0.00171499,0.00834173,0.00362487,0.00555651,0.0100029,0.005465,0.00626254,0.00681411,0.00463732,0.00485873,0.00602622,0.0059689,0.0110298,0.0228814,0.0231652,0.013967,0.00605119,0.002238,0.00964206
20,0.0242264,0.00605003,0.00391262,0.00694407,0.0117424,0.00321786,0.0154199,0.0175764,0.0143847,0.00781348,0.00333546,0.00469134,0.00460315,0.0185292,0.0230857,0.0157088,0.0217963,0.0127132,0.0229891,0.0106957,0.0205265,0.00875053,0.00199166,0.00831177,0.00385421,0.00562953,0.0108696,0.00678948,0.00811621,0.00653314,0.00412162,0.00391352,0.00641425,0.00604553,0.0110805,0.0215543,0.0218789,0.012587,0.00520683,0.00252256,0.00920889
21,0.0237819,0.00676657,0.00386142,0.0069409,0.0117252,0.0033832,0.0160333,0.0179082,0.014856,0.00798459,0.00356421,0.00510451,0.00466745,0.0185225,0.0245656,0.016671,0.0229902,0.0135158,0.0244495,0.010627,0.0205434,0.0102648,0.00219671,0.00835039,0.00401544,0.00564138,0.0127552,0.00832066,0.0135912,0.00622854,0.00355096,0.00306971,0.00656366,0.00544673,0.0111928,0.0183266,0.0189845,0.0112531,0.0117398,0.00284717,0.00886522
22,0.0232662,0.00718262,0.00367995,0.00716445,0.01165,0.00334372,0.0174855,0.0183015,0.0156887,0.0082292,0.00379817,0.00581871,0.00512559,0.0185221,0.025287,0.0172608,0.0231452,0.0136248,0.027639,0.0105218,0.0206837,0.0137957,0.00240902,0.00841583,0.00425884,0.00529444,0.0166356,0.00987806,0.0181524,0.00611058,0.00272185,0.00264949,0.00582617,0.00402808,0.0114342,0.0134574,0.01387,0.00988431,0.0153456,0.00302184,0.00866877
23,0.0229724,0.00813327,0.00353552,0.00735081,0.0115716,0.0034318,0.0180353,0.0188794,0.0151595,0.0083449,0.00372718,0.00625375,0.00553305,0.0184912,0.0265823,0.0180643,0.0240919,0.0137883,0.0282617,0.0104842,0.0209354,0.0171399,0.00270567,0.0085454,0.00458913,0.00524654,0.0207687,0.011243,0.0224211,0.00604445,0.00162442,0.00274498,0.00551782,0.0030047,0.0116182,0.00955649,0.00942649,0.00952306,0.0189375,0.00322383,0.00848154
24,0.0225765,0.00866513,0.00340091,0.00722328,0.0114782,0.003525,0.0194398,0.0192242,0.015865,0.0086409,0.00392377,0.00686835,0.00635324,0.0184567,0.0268372,0.0183374,0.0238682,0.0133714,0.0311095,0.0104112,0.0214041,0.019615,0.00282102,0.00857529,0.00483732,0.00488301,0.0257025,0.0121094,0.024327,0.00613295,0.00170022,0.00356413,0.00459961,0.0036125,0.0116347,0.00676087,0.00462844,0.00956865,0.0184873,0.00326494,0.00841044
25,0.0223007,0.00953304,0.00313319,0.0072211,0.0113901,0.00366697,0.0193993,0.0194294,0.0154287,0.0087623,0.0037294,0.00670979,0.00609853,0.0184725,0.0275862,0.0189714,0.024621,0.0135785,0.0314842,0.0103644,0.0217479,0.0207875,0.00306246,0.00849234,0.0050811,0.00494706,0.0286101,0.0125164,0.0268209,0.00621801,0.0024811,0.00401277,0.00476671,0.00371022,0.011716,0.00698072,0.00397129,0.0107761,0.020028,0.00341675,0.00837952
26,0.0220636,0.0102764,0.00280147,0.00738324,0.0113102,0.00368966,0.0195569,0.0195436,0.0153954,0.00903011,0.00371464,0.00660349,0.00617539,0.0185248,0.0280359,0.0193578,0.0247119,0.013263,0.03257,0.0103813,0.0219252,0.0205299,0.00330526,0.0084965,0.0053404,0.00480762,0.0291264,0.0124406,0.0286853,0.00631758,0.00270928,0.00367381,0.00526204,0.00348979,0.0118516,0.00714073,0.00481714,0.0119097,0.0210897,0.00358174,0.00839773
27,0.0219594,0.0105245,0.00269328,0.00755704,0.0113481,0.00370315,0.0200028,0.0195618,0.0159625,0.00947777,0.00355066,0.00661566,0.00649138,0.018566,0.0281784,0.0194484,0.0243272,0.0125792,0.0342961,0.0104532,0.0219974,0.018774,0.00351705,0.00857039,0.00552877,0.00478535,0.0272109,0.0119117,0.0285809,0.00650147,0.00253122,0.0028431,0.00543087,0.00344016,0.0119474,0.00723851,0.00534024,0.0119655,0.02156,0.00361383,0.00843857
28,0.0219842,0.011234,0.0027945,0.00762922,0.0114285,0.0037173,0.0200368,0.0194825,0.0160237,0.00963882,0.00318667,0.00639663,0.00601591,0.0186308,0.0286355,0.019638,0.0243786,0.012287,0.0350462,0.0104619,0.0216778,0.0156493,0.00379744,0.00855952,0.00560505,0.00465298,0.0219591,0.0112458,0.0281574,0.00655192,0.00204584,0.00254943,0.00615541,0.00320232,0.0119561,0.0074399,0.00618323,0.010935,0.0240297,0.00356283,0.00835599
29,0.0219799,0.0112045,0.00298838,0.00776242,0.01157,0.00363002,0.0204114,0.0192315,0.0165426,0.00973714,0.00287946,0.00639144,0.00593127,0.0187048,0.0289498,0.0197908,0.024316,0.0118136,0.0364595,0.0104961,0.0213914,0.0124536,0.00376639,0.00847414,0.00550627,0.00456393,0.0162696,0.0105619,0.0254536,0.00654387,0.00156315,0.00253067,0.00627226,0.00420609,0.0118878,0.00815111,0.0077714,0.00973326,0.0248103,0.00352286,0.00836651
30,0.0219051,0.0107296,0.00313412,0.00763731,0.0116153,0.00349013,0.0211243,0.0188989,0.0178452,0.00987487,0.00250795,0.00690135,0.00645953,0.0187118,0.0291719,0.0197884,0.0241537,0.0111783,0.0387336,0.0105157,0.0209537,0.00973757,0.003423,0.00836765,0.00528545,0.00449699,0.0107861,0.0096382,0.0218835,0.00650301,0.00179775,0.00338652,0.00598526,0.00647663,0.0117342,0.00916905,0.00922523,0.00865622,0.0232912,0.00352994,0.00838961
31,0.0219674,0.0104013,0.0033034,0.00763384,0.0117061,0.00356917,0.0214151,0.0187354,0.0188909,0.00987726,0.00202927,0.00740167,0.00624151,0.0186089,0.0297168,0.0198605,0.0245186,0.0108247,0.0403152,0.0105964,0.0203032,0.0069905,0.00300604,0.00833494,0.00504277,0.00423154,0.00565033,0.00872423,0.0187757,0.00646103,0.00302217,0.00560558,0.00644589,0.00870142,0.0116178,0.0108828,0.0108614,0.00811997,0.0212126,0.00348057,0.00841308
32,0.0218861,0.00963825,0.00332105,0.00771324,0.0116333,0.00349762,0.022005,0.0185973,0.0211808,0.00972764,0.00202258,0.00758103,0.00600799,0.0184845,0.0294644,0.0196807,0.0241143,0.0101618,0.0431002,0.0106132,0.0199282,0.00418085,0.00274266,0.00823723,0.00482171,0.00421216,0.00326027,0.00828734,0.015148,0.00651387,0.00389771,0.00613337,0.00674522,0.00897442,0.0115335,0.0123088,0.0117843,0.00740591,0.0182996,0.00344109,0.00849319
33,0.0216126,0.00852458,0.00334567,0.00769144,0.0114305,0.00342448,0.0220683,0.0177094,0.0224644,0.00939006,0.00151722,0.00720486,0.00566895,0.0183748,0.029305,0.0197906,0.0235897,0.00929251,0.0449408,0.0105394,0.0196833,0.00288949,0.00269198,0.00817834,0.00476011,0.00401963,0.00590458,0.00866983,0.0118619,0.00650692,0.00337991,0.00412097,0.00600407,0.00721844,0.0115202,0.0137986,0.0125866,0.00646166,0.0171321,0.0034489,0.00852159
34,0.0213469,0.0070958,0.00318941,0.00756144,0.0111254,0.00345282,0.0221497,0.0174079,0.0238835,0.00904586,0.00108165,0.00724411,0.0058345,0.0182841,0.0286364,0.0194846,0.022504,0.00814638,0.0463008,0.0104391,0.0197658,0.00448526,0.00282037,0.0080547,0.0048434,0.0037716,0.00905123,0.00956005,0.0106094,0.00636434,0.0027715,0.00171149,0.00479891,0.00533282,0.0115345,0.0151284,0.0129158,0.00522117,0.0174693,0.00345509,0.00846135
35,0.021108,0.0055413,0.00286177,0.00743161,0.0108013,0.00343539,0.0229682,0.017367,0.0259538,0.00896087,0.0016537,0.00801329,0.00637003,0.0181814,0.0269262,0.0187932,0.0202815,0.00672459,0.0486179,0.0103875,0.0201235,0.00573702,0.0029548,0.00782694,0.00495747,0.00335446,0.0118457,0.00987143,0.00928832,0.00629039,0.00359003,0.00226155,0.00505899,0.00569312,0.0115409,0.0157834,0.0129399,0.0043125,0.0172267,0.00345648,0.00833581
36,0.0213835,0.00500388,0.00249291,0.00745807,0.0106167,0.00339783,0.021792,0.0173536,0.0274577,0.00893603,0.00329725,0.00761943,0.00528432,0.0181557,0.0255928,0.018114,0.0193543,0.00596173,0.0489477,0.0105286,0.0203231,0.00664852,0.00310113,0.00762807,0.0050628,0.00350329,0.0131925,0.00954053,0.00667169,0.0062834,0.00399994,0.00233399,0.00535088,0.00641887,0.0114631,0.0149679,0.0128996,0.0052663,0.0137726,0.00353538,0.00822568
37,0.0216829,0.00539197,0.00226845,0.00746386,0.0105765,0.00302379,0.0212167,0.0172774,0.028775,0.00893948,0.00466903,0.00721788,0.00492036,0.0181637,0.0230158,0.0170706,0.0162976,0.00431705,0.0500795,0.0108058,0.0207566,0.00752547,0.00326694,0.00767337,0.0050508,0.00344353,0.0137977,0.00871914,0.00365124,0.0064331,0.00386594,0.00183252,0.00561252,0.00735804,0.0114397,0.0142948,0.0125488,0.00681179,0.00868685,0.0036274,0.00820823
38,0.0218512,0.0079664,0.00217352,0.00744705,0.0105248,0.00258882,0.0212087,0.0170502,0.0287883,0.00898587,0.00538894,0.00660862,0.00507745,0.018177,0.0196299,0.0159735,0.0119819,0.00266223,0.0511665,0.0109827,0.0212735,0.00812264,0.00331066,0.00771672,0.00503721,0.00303355,0.0133566,0.00811545,0.00262633,0.0067156,0.00382527,0.00155801,0.00624289,0.00866817,0.0114447,0.0140684,0.0124716,0.00725189,0.00358509,0.00362357,0.00824331
39,0.022077,0.0108322,0.00202764,0.00734521,0.0105382,0.00234856,0.0191671,0.0164967,0.0286825,0.0089862,0.00604926,0.00554224,0.00483013,0.0181779,0.0169356,0.0145489,0.00912539,0.00280424,0.0502856,0.0110468,0.0215003,0.00805668,0.00319261,0.00773183,0.00493085,0.00304547,0.0124642,0.00801892,0.00452579,0.00690861,0.00403328,0.00153482,0.00734393,0.0102342,0.0113367,0.0141306,0.013113,0.00681449,0.000536154,0.00364537,0.0082587
40,0.0221345,0.0130332,0.00185912,0.0073196,0.0106206,0.00200422,0.0181025,0.015691,0.0262697,0.00894709,0.00651577,0.00552114,0.00548308,0.0181335,0.0141241,0.0131822,0.00667593,0.00429125,0.0488794,0.0112088,0.0217088,0.00759105,0.00301412,0.00759272,0.0047089,0.00283751,0.0114983,0.00828861,0.006539,0.00702886,0.00433344,0.00237515,0.00852484,0.0115844,0.0111084,0.0144868,0.0136311,0.00657111,0.00268875,0.00353162,0.00836289
41,0.0221633,0.014872,0.00177883,0.00721335,0.0107746,0.00163988,0.0174276,0.0149389,0.0222031,0.0086395,0.00660962,0.00615177,0.00648324,0.018084,0.0112714,0.0118448,0.00446405,0.0060408,0.0462816,0.0115059,0.0217866,0.00705447,0.00285798,0.00750763,0.0044562,0.00242963,0.0101116,0.00852802,0.00787625,0.00707945,0.00487626,0.00429102,0.00948436,0.0123508,0.0109114,0.0144572,0.0136215,0.00667905,0.00542665,0.00330258,0.00855299
42,0.0223071,0.0165848,0.00189488,0.00690471,0.010927,0.00153967,0.0168072,0.0140525,0.0187355,0.00801787,0.00660349,0.00674172,0.00745352,0.0181131,0.00874615,0.0105022,0.00314606,0.0075661,0.0424052,0.0117051,0.0214719,0.00643503,0.00269238,0.00749869,0.00425192,0.00242324,0.0100503,0.00859396,0.00969923,0.0069022,0.00540853,0.00514543,0.0103028,0.0125748,0.0106951,0.0141606,0.0135311,0.00696328,0.00682307,0.00316569,0.00880854
43,0.0223412,0.0181857,0.00212156,0.00635692,0.01094,0.00112694,0.0185391,0.0131338,0.013623,0.00725453,0.00638821,0.00719688,0.00817481,0.0181391,0.0066148,0.00977326,0.00389338,0.00910193,0.0382783,0.0117697,0.0211596,0.00620381,0.00237987,0.00747735,0.0040023,0.00197543,0.010242,0.00842617,0.0108365,0.00661608,0.00584135,0.00524429,0.0103115,0.0123419,0.010423,0.01313,0.0128649,0.00676502,0.00854715,0.0030229,0.00911878
44,0.0223953,0.019742,0.00237734,0.00626799,0.0109538,0.000947594,0.0219906,0.0124488,0.0102183,0.00612874,0.00610249,0.00722834,0.00865056,0.0182059,0.00476884,0.00944457,0.00503286,0.0102643,0.0331493,0.0118661,0.0207999,0.00674899,0.0021843,0.00738231,0.00379795,0.0020309,0.00983833,0.00826728,0.0118267,0.00628033,0.00615964,0.00532008,0.00992338,0.0123056,0.0101407,0.0123095,0.0123242,0.00644212,0.0096511,0.00293547,0.00959185
45,0.0224606,0.0206856,0.00261473,0.00626097,0.0109525,0.000969882,0.0251443,0.0119982,0.00814372,0.00472192,0.00579508,0.00695295,0.00914483,0.0183444,0.00339049,0.00923759,0.00579976,0.0108706,0.0276036,0.0119536,0.0205146,0.0062155,0.00212812,0.00729274,0.00362286,0.00187655,0.00940906,0.00814318,0.012374,0.00588317,0.00598273,0.00481075,0.00831037,0.0107882,0.00995571,0.0113372,0.0113302,0.00575389,0.010395,0.00282592,0.0102584
46,0.022476,0.0211426,0.00286431,0.00610537,0.0109049,0.000951879,0.0264795,0.0120334,0.00782275,0.00351495,0.00548331,0.00641657,0.00959407,0.018547,0.00318547,0.00912477,0.00652604,0.0113041,0.0214958,0.0120631,0.0202253,0.00650177,0.00210479,0.00732488,0.00350185,0.00155491,0.0098617,0.00817183,0.0127767,0.00553321,0.00533394,0.00427348,0.00680669,0.00944356,0.00986665,0.0109014,0.0109192,0.00530501,0.0112416,0.00278921,0.0110585
47,0.0224733,0.0204719,0.00308051,0.0062977,0.0108789,0.00103316,0.0251769,0.0123782,0.00708291,0.00322077,0.00535776,0.00597801,0.00995093,0.0188144,0.00404633,0.00908594,0.00735704,0.0115752,0.0160617,0.0121645,0.0195464,0.00687302,0.00207152,0.0073287,0.00348217,0.00151246,0.010637,0.00829403,0.0134424,0.00517257,0.00478793,0.00351824,0.005198,0.00818691,0.00981883,0.0106187,0.0102505,0.005057,0.0108676,0.00268344,0.0118762
48,0.022456,0.0184884,0.0031598,0.00642345,0.0108547,0.00102695,0.0221951,0.0127633,0.00634035,0.00409269,0.00525584,0.00593669,0.00985847,0.018997,0.00544625,0.00908431,0.00851098,0.0115896,0.0116763,0.0123058,0.0187955,0.0074089,0.00200387,0.00727942,0.00351973,0.00131247,0.0116976,0.00842588,0.0137604,0.00504975,0.00422943,0.00266674,0.00378218,0.0074094,0.00978196,0.0102475,0.00931752,0.00500106,0.0105794,0.00234608,0.012667
49,0.0224291,0.015931,0.00299133,0.00650902,0.0108288,0.000984636,0.0190293,0.0128978,0.00602443,0.00487455,0.00507633,0.00624797,0.00920324,0.019091,0.00703041,0.00941032,0.00947332,0.0115984,0.00702111,0.0124719,0.0183963,0.007727,0.0019071,0.00733567,0.00346504,0.000995717,0.012551,0.0085582,0.0136728,0.00494676,0.00355427,0.00219442,0.00282868,0.00699258,0.00984301,0.00936064,0.00861159,0.00497629,0.0104072,0.00213176,0.0131954
50,0.0223129,0.0127909,0.00271072,0.00647638,0.0107571,0.000930155,0.0155286,0.0126048,0.00505758,0.00487907,0.00471932,0.0068685,0.00803747,0.0191136,0.00880505,0.00989252,0.0103862,0.0117474,0.00686982,0.0126177,0.0184664,0.00776093,0.00170306,0.00741334,0.00339379,0.000940014,0.012868,0.00856321,0.0137729,0.00449867,0.00322611,0.00209305,0.0025851,0.00691147,0.00992289,0.00874752,0.00841866,0.00494062,0.00964304,0.00208978,0.0131859
51,0.0222064,0.0105739,0.00238904,0.00629826,0.0105465,0.000936504,0.0132801,0.0123302,0.00450531,0.00450117,0.00442075,0.00742471,0.00739736,0.0190567,0.0102162,0.0104616,0.0112463,0.0120606,0.00525844,0.0126902,0.0183877,0.00757822,0.00166225,0.00750608,0.00341532,0.000975862,0.0130268,0.00848977,0.0132005,0.00402724,0.00316585,0.00210721,0.00299325,0.00708326,0.0100864,0.00803659,0.00785854,0.0050546,0.00913673,0.00195936,0.0127829
52,0.0222088,0.00854691,0.00206514,0.00614028,0.0103278,0.00098121,0.0109798,0.0120523,0.00368379,0.00400491,0.00401971,0.00796402,0.00733195,0.0190189,0.0114132,0.0110269,0.0118755,0.0123496,0.00681921,0.0127275,0.0183397,0.00778045,0.00178536,0.00747057,0.00347509,0.00147612,0.0137887,0.00839931,0.0130976,0.00349667,0.00317359,0.00222984,0.00421846,0.00800917,0.0102084,0.00756808,0.00731979,0.00529249,0.00783942,0.00175962,0.0121867
53,0.0223813,0.00744912,0.00172951,0.00625938,0.0101463,0.00108196,0.00972138,0.0117295,0.0041317,0.0034275,0.0036815,0.00805432,0.00747664,0.0190204,0.012822,0.0117533,0.0127934,0.0124405,0.00781212,0.0127072,0.0181053,0.00687183,0.00179202,0.00736974,0.00352249,0.00138477,0.0128802,0.00841203,0.0121501,0.00296519,0.00345916,0.00266691,0.00504328,0.00826278,0.0102598,0.00673262,0.00630941,0.00533664,0.0068429,0.00168421,0.011547
