Timestep,L.ASIS,L.Ankle,L.Biceps,L.Clavicle,L.Elbow,L.Forearm,L.Heel,L.Knee,L.MT5,L.PSIS,L.SH1,L.SH2,L.SH3,L.Shoulder,L.TH1,L.TH2,L.TH3,L.TH4,L.Toe,L.Wrist,R.ASIS,R.Ankle,R.Biceps,R.Clavicle,R.Elbow,R.Forearm,R.Heel,R.Knee,R.MT5,R.PSIS,R.SH1,R.SH2,R.SH3,R.SH4,R.Shoulder,R.TH1,R.TH2,R.TH3,R.Toe,R.Wrist,S2
109,0.0228644,0.00451734,0.00361109,0.00457353,0.00691134,0.00158752,0.00483842,0.0157634,0.0116401,0.00221861,0.00281761,0.00194547,0.00225236,0.0157121,0.00399416,0.00311693,0.00551358,0.00736893,0.0169402,0.0117079,0.0166736,0.0107012,0.00370434,0.00600449,0.0009449,0.00223876,0.0260161,0.00749532,0.027165,0.00179044,0.00763095,0.00828001,0.0166495,0.0144358,0.0111181,0.0151662,0.0190613,0.0177904,0.0456519,0.000616681,0.00819655
110,0.0231317,0.00437169,0.00376287,0.00443499,0.00685552,0.00168247,0.00401413,0.0157567,0.0110085,0.00225089,0.00291449,0.00139398,0.00294706,0.0156805,0.00313296,0.00306668,0.00525849,0.00759738,0.0159993,0.0116166,0.0165908,0.0106763,0.00341076,0.00640396,0.00100599,0.00221641,0.0258833,0.00733994,0.0283949,0.00204199,0.00730706,0.00786614,0.0168024,0.0149472,0.0111796,0.0148588,0.0185061,0.0171415,0.0480211,0.00069037,0.00768176
111,0.0234213,0.00415152,0.00374477,0.00453592,0.00689145,0.00151858,0.00339645,0.0158438,0.00995702,0.00240244,0.00333977,0.00195523,0.00379051,0.0156502,0.00226106,0.00266156,0.00520492,0.0078539,0.0145599,0.0115522,0.0165762,0.0109135,0.00322543,0.00635954,0.00101228,0.00223585,0.0258416,0.00700201,0.0291631,0.00210553,0.00689958,0.00724086,0.0168877,0.0154601,0.0111447,0.01462,0.017545,0.0161092,0.0498117,0.000677516,0.007202
112,0.0237717,0.00392192,0.00371053,0.00465738,0.00692568,0.00137398,0.00293826,0.0159007,0.00919208,0.00251522,0.00374695,0.0025702,0.00434949,0.0156437,0.0016087,0.00231939,0.00532036,0.00789756,0.0131887,0.0112946,0.0166175,0.0105754,0.003001,0.0063028,0.00107537,0.00224586,0.0253268,0.00657056,0.0299415,0.0020173,0.00624849,0.00668452,0.0170787,0.0160303,0.0110568,0.0149306,0.0161349,0.0146403,0.0508411,0.000633247,0.0068831
113,0.0240837,0.00381556,0.00348671,0.00475964,0.00706564,0.00128281,0.00248228,0.0159863,0.00855684,0.00255167,0.00400164,0.00300677,0.0047344,0.0156472,0.00172694,0.00267331,0.00540211,0.00767771,0.0117186,0.0111599,0.0168113,0.00991513,0.00282253,0.00648156,0.00117525,0.00224731,0.0247608,0.00602778,0.0300148,0.0019641,0.00573902,0.00616682,0.017349,0.0165254,0.0109366,0.0146253,0.0144328,0.0129958,0.0512037,0.000646069,0.00671596
114,0.0244014,0.00372209,0.00311247,0.00491935,0.0073344,0.00113333,0.0023304,0.0160392,0.00802239,0.0026425,0.00397609,0.00292525,0.00450755,0.0156299,0.00231394,0.00268437,0.00552922,0.00726348,0.0105407,0.0112703,0.0169897,0.0091544,0.00263661,0.00654189,0.00119359,0.00217708,0.023804,0.00549431,0.0294973,0.00186492,0.00547843,0.00587451,0.0177902,0.0169104,0.0107806,0.013597,0.0126427,0.0112798,0.0510514,0.000731525,0.00661379
115,0.0245289,0.00362795,0.00277048,0.0049389,0.00759942,0.00116636,0.00218128,0.016026,0.00783507,0.00257159,0.00378154,0.00229561,0.00385217,0.0156184,0.00286161,0.00301822,0.00582287,0.00691281,0.00987434,0.0114104,0.0170389,0.00829475,0.00223668,0.00659083,0.00130246,0.00216472,0.022098,0.00521167,0.0289483,0.00172028,0.00539089,0.0060188,0.018345,0.0170844,0.0106104,0.0128223,0.0107721,0.00995792,0.0500848,0.000790051,0.00653699
116,0.0245015,0.00367626,0.00245251,0.00487425,0.00780137,0.00107687,0.00264219,0.0160022,0.00770547,0.00257905,0.00348833,0.00230425,0.00376747,0.0156364,0.00363547,0.00372468,0.00589753,0.00676162,0.00904672,0.0114331,0.0171948,0.00744654,0.0019704,0.00673228,0.00143844,0.0021803,0.0199894,0.00536662,0.0279639,0.00153841,0.00518323,0.00613567,0.0189581,0.0168603,0.0104842,0.0124203,0.00902855,0.00958056,0.0483566,0.000872134,0.00664923
117,0.0244831,0.00364931,0.00212835,0.00485694,0.00795494,0.00114399,0.00272678,0.0159682,0.00757972,0.00269092,0.00295401,0.00237785,0.00370028,0.0156495,0.00428843,0.0045498,0.00601174,0.00676852,0.00862352,0.0113978,0.0174535,0.00653916,0.00172869,0.00684668,0.00153615,0.00203819,0.0174543,0.00597664,0.0268209,0.00147393,0.00456136,0.0057189,0.019543,0.0162496,0.0104367,0.0122469,0.00798268,0.00990829,0.0458918,0.000968638,0.0069374
118,0.0244137,0.00371314,0.00168543,0.00491089,0.00819756,0.00108123,0.00283253,0.0161135,0.00747236,0.00281968,0.00288397,0.00244438,0.00366588,0.0156835,0.00495788,0.00527597,0.00598322,0.00668051,0.00799982,0.0114706,0.0177484,0.00535208,0.00142317,0.00690221,0.00149978,0.00164501,0.0153275,0.00570934,0.0256335,0.0017017,0.00393857,0.00524593,0.0195323,0.0159237,0.0104116,0.0127502,0.00701135,0.0102579,0.0437819,0.00110831,0.00726767
119,0.0243948,0.00387502,0.00122058,0.00495084,0.00849407,0.00101623,0.00317959,0.0163095,0.00739477,0.00282795,0.00311992,0.00255068,0.00385105,0.0158083,0.00565986,0.00600261,0.00608701,0.00666556,0.00705144,0.0115648,0.0180484,0.0043111,0.00113797,0.00700628,0.00158555,0.00103889,0.013904,0.00530732,0.0246986,0.00228536,0.00393823,0.00527728,0.0190401,0.0157663,0.0103696,0.0133758,0.0067696,0.0107042,0.0422828,0.00116479,0.00769426
120,0.0244437,0.00411264,0.000859415,0.00488924,0.00879505,0.00130265,0.00282633,0.0165539,0.00739379,0.00299218,0.00332104,0.00253072,0.00374107,0.0159982,0.00650998,0.00643617,0.00679238,0.00685274,0.00664268,0.0115788,0.0183267,0.00344441,0.00105852,0.00725864,0.0018687,0.000887372,0.0126989,0.00529789,0.0240291,0.00301384,0.00410358,0.0055719,0.0184106,0.0153826,0.0103447,0.0139474,0.00812582,0.0112429,0.0409353,0.00124028,0.00815996
121,0.024444,0.00431587,0.000533201,0.0049251,0.00906624,0.0014362,0.00302337,0.0168058,0.00742772,0.00328495,0.0036859,0.00268955,0.00385977,0.0161908,0.00720482,0.00691543,0.0073642,0.00699294,0.00616048,0.0115424,0.0186279,0.00258237,0.000968135,0.00741911,0.00217047,0.000984735,0.0118306,0.00550182,0.0234617,0.00379568,0.00429982,0.00575807,0.0175657,0.0147625,0.0103032,0.0147182,0.0103702,0.0120012,0.0398743,0.00130406,0.00871662
122,0.0244701,0.0044207,0.000483407,0.00506601,0.00932705,0.00131819,0.0034353,0.0170538,0.00735585,0.00355075,0.00413028,0.00326621,0.00434668,0.0164376,0.00798928,0.00760182,0.0075044,0.00707827,0.00602731,0.0115633,0.0190181,0.00200327,0.000983118,0.00754758,0.00235895,0.00112043,0.0108116,0.00553177,0.0231348,0.0044916,0.00510328,0.00600767,0.0164909,0.0141229,0.0103047,0.0154594,0.0118689,0.0128362,0.039358,0.00146175,0.00922624
123,0.0245012,0.00447041,0.000673795,0.00517326,0.00963329,0.00146068,0.00362301,0.0171879,0.0075511,0.00385594,0.00441789,0.00347265,0.00449677,0.0167065,0.0088533,0.00842736,0.00780224,0.00743764,0.00593986,0.0115989,0.0194072,0.00189511,0.00102693,0.0076128,0.00259143,0.00117703,0.0103748,0.00520096,0.0230481,0.00510375,0.00589383,0.00650526,0.0153198,0.0134567,0.0102569,0.016309,0.0136916,0.0135362,0.0391832,0.00159223,0.00965843
124,0.0243709,0.00449151,0.000968785,0.00526225,0.00991537,0.00152015,0.00430801,0.017324,0.00762844,0.004502,0.00464715,0.00343971,0.00459916,0.01691,0.00968693,0.00922915,0.0080184,0.00766773,0.00644596,0.0115047,0.0198971,0.00270715,0.0010921,0.00779955,0.00284536,0.00136189,0.0105278,0.00484181,0.0231392,0.00558932,0.00465013,0.00671511,0.0141826,0.0124534,0.0102714,0.0171887,0.015288,0.0143734,0.0390745,0.00169869,0.00999665
125,0.0243283,0.00476649,0.00118171,0.00528963,0.0102083,0.00170971,0.00449051,0.0174562,0.00780906,0.0051229,0.00457347,0.00340167,0.00450208,0.0170922,0.0104954,0.00972921,0.00864832,0.00802905,0.00672663,0.0115654,0.020229,0.00452905,0.00114449,0.0079424,0.00314062,0.00150511,0.0102669,0.00469951,0.024003,0.00586257,0.00394321,0.00676027,0.0126549,0.0106704,0.01028,0.01855,0.0173724,0.0154938,0.0392385,0.00188989,0.0101604
126,0.0242697,0.00506987,0.00141232,0.00528721,0.0104804,0.00171807,0.00505971,0.0175292,0.00800282,0.00586846,0.00442849,0.00349869,0.00449468,0.0172643,0.0113125,0.0103564,0.00911568,0.00813067,0.00720873,0.0117046,0.0205151,0.00498765,0.0014523,0.00814008,0.00348654,0.0017036,0.0113979,0.00470478,0.023094,0.00613603,0.0040228,0.00611561,0.0118457,0.0103383,0.0103599,0.0191479,0.0185494,0.015995,0.0379805,0.002019,0.0102421
127,0.0242312,0.0053809,0.00159234,0.00544481,0.0106889,0.00173539,0.00617018,0.0175749,0.00831388,0.00674903,0.00443372,0.00371423,0.00470007,0.0174193,0.0122167,0.01095,0.0094416,0.00825714,0.00814097,0.0117775,0.0207682,0.00576661,0.00197475,0.00831002,0.00386223,0.00188849,0.0110765,0.00482573,0.022318,0.00646554,0.00424735,0.00613168,0.0107064,0.00937311,0.0105095,0.0200222,0.0201776,0.016561,0.0360917,0.00217533,0.0102277
128,0.024286,0.00589874,0.00177401,0.00543431,0.0107686,0.00190232,0.0064421,0.0177386,0.0084198,0.00752034,0.00453646,0.00380401,0.0047742,0.0174904,0.0134151,0.0113529,0.010428,0.00874062,0.00841573,0.0116303,0.0208081,0.00658638,0.00240602,0.00845972,0.00424011,0.0020253,0.0103253,0.00492851,0.020763,0.00654074,0.00455164,0.00670319,0.00954985,0.00800499,0.01061,0.0213211,0.0218462,0.0170129,0.0326859,0.0022756,0.00991938
129,0.0242529,0.00623549,0.00191435,0.00537838,0.0107211,0.0022153,0.00726385,0.0178619,0.00866784,0.00818575,0.0046153,0.00407088,0.00494495,0.0175536,0.0146552,0.0119899,0.0114997,0.0091261,0.00921307,0.011321,0.0208801,0.00704123,0.00272349,0.00853675,0.00460333,0.00213993,0.00947138,0.00520105,0.0179238,0.00667341,0.00469639,0.00670652,0.00817505,0.00667918,0.0107033,0.0228018,0.0234233,0.0170664,0.0278534,0.00233192,0.00965012
130,0.0241465,0.00683405,0.00194947,0.00549467,0.0106826,0.00254135,0.00864992,0.0179326,0.0089666,0.00872922,0.00460085,0.00451369,0.00537551,0.0176746,0.0157084,0.0128451,0.012556,0.00944528,0.0108033,0.0110378,0.0208518,0.00712635,0.003204,0.00857231,0.00498808,0.00235881,0.00894866,0.00550741,0.013867,0.00680126,0.00470756,0.00588341,0.00660715,0.00574653,0.0108228,0.0238727,0.0242357,0.0165856,0.0213728,0.0025329,0.00939414
131,0.0241689,0.00755488,0.00203285,0.00563074,0.0107708,0.0027909,0.00917659,0.0180752,0.00906937,0.00921472,0.00452418,0.00467673,0.0054154,0.0178323,0.0172283,0.0137211,0.0141918,0.00990736,0.0117601,0.0109736,0.0206863,0.00701916,0.0034965,0.00844629,0.00532267,0.00252344,0.0086414,0.0058255,0.00893219,0.00668969,0.00456025,0.0050354,0.00497305,0.00525915,0.0108607,0.0242039,0.0242926,0.0155642,0.0131238,0.00272815,0.0089812
132,0.0240355,0.00837535,0.00222462,0.0057808,0.0108703,0.00296024,0.01008,0.0183051,0.00933141,0.00952701,0.00516209,0.00492323,0.00568389,0.0179935,0.0184655,0.0145642,0.0153444,0.0102068,0.0130611,0.0109543,0.020569,0.00685566,0.00360828,0.00805993,0.00553596,0.00257023,0.00857183,0.00638736,0.00524574,0.00655955,0.00425895,0.00396791,0.00417643,0.00494017,0.0107102,0.0236269,0.0232345,0.0139924,0.00489134,0.00290992,0.00862024
133,0.0237807,0.00890888,0.00238813,0.00577471,0.0109532,0.0029475,0.0110629,0.0185478,0.00986057,0.00982546,0.00556792,0.00519266,0.00600849,0.0181524,0.0194328,0.0153645,0.0158901,0.0105202,0.0146939,0.0110095,0.0204752,0.00739217,0.00394595,0.00805957,0.0057581,0.0027137,0.0091267,0.00732882,0.00770946,0.00633183,0.00346769,0.00268872,0.00468809,0.00449311,0.0107124,0.0222696,0.0215496,0.0123416,0.00533493,0.00315792,0.00840109
134,0.0234842,0.00951216,0.00259477,0.00578086,0.0110514,0.00282257,0.0116647,0.0187817,0.00980653,0.00991079,0.00551197,0.00527428,0.00620157,0.0182239,0.0206498,0.0161544,0.0168084,0.0110587,0.0156584,0.011165,0.0204884,0.00946645,0.00443321,0.00835429,0.00600035,0.00299846,0.0109083,0.00860374,0.0126234,0.00613376,0.00235506,0.00184224,0.00521326,0.0035201,0.0109619,0.0189233,0.0180508,0.0104723,0.0118512,0.00342281,0.00814805
135,0.0231582,0.0100261,0.00266204,0.00557322,0.0110878,0.00271614,0.0132758,0.0191281,0.0100389,0.00986045,0.00536315,0.00571918,0.00654346,0.0182863,0.0213481,0.01676,0.0169923,0.0109483,0.0181436,0.0112027,0.0206109,0.0123285,0.00490275,0.00881503,0.00629053,0.00336673,0.0138938,0.00996577,0.0171071,0.0059842,0.00133427,0.00225632,0.00532317,0.00247346,0.0112398,0.0141723,0.0132317,0.00893083,0.0164885,0.00360525,0.0080265
136,0.0229123,0.0113376,0.00255693,0.0054564,0.0110548,0.00284397,0.0142818,0.0196008,0.00956192,0.00965789,0.00495342,0.00607266,0.00659058,0.0183535,0.0223331,0.0172623,0.0175221,0.0107125,0.018554,0.0111136,0.0206006,0.0150126,0.00526987,0.00892818,0.00654558,0.00345616,0.0168827,0.0111841,0.021289,0.00570295,0.000976948,0.00288712,0.0059089,0.00181523,0.011326,0.0103177,0.00899457,0.00882656,0.0210131,0.00380872,0.00778927
137,0.0225199,0.0121129,0.00238543,0.00556372,0.0110306,0.0029021,0.0151379,0.0197291,0.00941701,0.00963512,0.00495993,0.00635414,0.00673939,0.0184209,0.0230098,0.0177309,0.0176933,0.0105066,0.0197116,0.0110246,0.0207914,0.0177615,0.00551805,0.00896494,0.00667811,0.00346434,0.0211736,0.0121219,0.0239795,0.00570527,0.00182732,0.00351181,0.00578242,0.00249147,0.011433,0.00759877,0.00496113,0.00902803,0.0230058,0.00400771,0.00779985
138,0.0221953,0.0122665,0.00233035,0.00567737,0.0110078,0.00281197,0.0161416,0.0198085,0.0099958,0.0098499,0.00495925,0.00668062,0.00708845,0.0184805,0.0232812,0.018122,0.0176312,0.0103752,0.0217961,0.0109867,0.0209988,0.0191927,0.00559834,0.00908811,0.00683005,0.00352919,0.0248694,0.0126015,0.0256694,0.0057909,0.00261136,0.00393322,0.00549779,0.00343176,0.0115798,0.00698209,0.00402552,0.00990468,0.0227525,0.00421304,0.00777781
139,0.0221585,0.0124114,0.00225677,0.00565658,0.0110337,0.00278719,0.0162372,0.0198606,0.0096882,0.0100093,0.00467151,0.00639076,0.00703916,0.0185676,0.0238816,0.018311,0.0186024,0.0104969,0.0217346,0.0110248,0.0209593,0.0188894,0.00572103,0.0092039,0.00700773,0.00365357,0.0261944,0.01255,0.0275531,0.00579063,0.0028833,0.00385294,0.00583864,0.00357235,0.011695,0.00713185,0.00512095,0.0112286,0.0237489,0.00440677,0.00763368
